0,0,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27
,,1101.0,1980.0,1027.0,977.0,981.0,990.0,1003.0,1022.0,1050.0,1033.0,1033.0,1042.0,1047.0,1066.0,1077.0
,,1089.0,1981.0,1139.0,1085.0,1091.0,1107.0,970.0,989.0,1165.0,1192.0,1210.0,1213.0,1208.0,1219.0,1216.0
,,1185.0,1982.0,1128.0,1204.0,1202.0,1205.0,1191.0,1168.0,1159.0,1128.0,1105.0,1079.0,1048.0,1031.0,1010.0
,,1114.0,1983.0,952.0,985.0,954.0,945.0,935.0,935.0,946.0,953.0,953.0,949.0,955.0,958.0,957.0
,,1050.0,1984.0,966.0,954.0,949.0,952.0,953.0,964.0,981.0,984.0,988.0,982.0,967.0,964.0,950.0
,,1087.0,1985.0,927.0,941.0,933.0,933.0,939.0,940.0,942.0,935.0,929.0,919.0,910.0,904.0,894.0
,,,1986.0,111.0,883.0,859.0,832.0,803.0,778.0,768.0,764.0,746.0,730.0,726.0,723.0,713.0
,,1009.0,1987.0,717.0,698.0,693.0,696.0,701.0,710.0,717.0,723.0,729.0,735.0,739.0,737.0,731.0
,,873.0,1988.0,713.0,715.0,712.0,711.0,714.0,718.0,722.0,723.0,722.0,714.0,710.0,702.0,694.0
,,731.0,1989.0,700.0,682.0,674.0,678.0,687.0,695.0,695.0,689.0,718.0,718.0,719.0,723.0,719.0
,,744.0,1990.0,,712.0,712.0,715.0,726.0,736.0,748.0,752.0,748.0,746.0,743.0,745.0,
